日期,"最新价 
(RMZ Index)","自由流通股市值 
(RMZ Index)","股票指数每日净股利 
(RMZ Index)"
2009-12-29,627.82,227786.875,0.07481344292561219
2009-12-28,637.28,231227.25,0.519288003444672
2009-12-25,640.4193274626607,230431.828125,0.98903101682663
2009-12-24,635.09,230431.828125,0.0571999996900558
2009-12-23,626.22,227229.84375,0.5218396733204526
2009-12-22,618.89,224601.21875,0.5226902299457127
2009-12-21,612.97,222258.0,0.36724330098540703
2009-12-18,604.92,219306.96875,0.0328910015523434
2009-12-17,600.46,217584.703125,0.127417996525764
2009-12-16,604.05,218774.125,0.1758507663545048
2009-12-15,599.82,217228.03125,0.420071989297867
2009-12-14,606.61,219710.484375,0.0501939989626408
2009-12-11,595.54,215699.8125,0.113274000585079
2009-12-10,587.19,212626.5,0.281471014022827
2009-12-09,589.04,213310.0625,0.422746986150742
2009-12-08,590.42,213560.375,0.27249733358621603
2009-12-07,593.51,214341.4375,0.3255717779199283
2009-12-04,606.35,218969.0625,0.0294139999896288
2009-12-03,588.86,212643.140625,0.2091610371652577
2009-12-02,595.32,214991.71875,0.1880489383582716
2009-12-01,586.01,211355.984375,0.0784839987754822
2009-11-30,578.26,208603.125,0.1585646580996705
2009-11-27,555.76,200467.53125,0.14169919841114142
2009-11-26,558.1999896399894,206595.234375,0.12624928509543137
2009-11-25,572.77,206595.234375,0.0574089996516705
2009-11-24,570.79,205831.296875,0.10845249438608111
2009-11-23,579.51,208951.03125,0.0100109996274114
2009-11-20,572.69,206509.515625,0.058624164555054335
2009-11-19,575.69,207576.640625,0.05902921952284895
2009-11-18,590.64,212956.0625,0.04255479456843823
2009-11-17,579.15,208852.734375,0.05340272621544717
2009-11-16,589.42,212563.09375,0.103757999837399
2009-11-13,575.96,207675.6875,0.06657184020709479
2009-11-12,567.75,204668.953125,0.103073000907898
2009-11-11,575.95,207564.765625,0.09113428031746394
2009-11-10,564.4,203396.84375,0.409402012825012
2009-11-09,569.34,204910.28125,0.2012030980167913
2009-11-06,542.75,194885.359375,0.232371002435684
2009-11-05,551.81,197913.84375,0.0767230018973351
2009-11-04,540.51,193539.203125,0.167469993233681
2009-11-03,553.59,198160.578125,0.625711023807526
2009-11-02,545.16,195073.03125,0.0153090003877878
2009-10-30,543.91,194634.59375,0.26949667247633163
2009-10-29,554.44,198428.46875,0.30350556555721514
2009-10-28,529.44,189494.359375,0.19610374614044487
2009-10-27,552.57,197778.71875,0.120443001389503
2009-10-26,561.53,200604.015625,0.170827999711037
2009-10-23,562.36,200835.46875,0.16245824908032827
2009-10-22,569.57,203409.6875,0.15124308339362277
2009-10-21,554.79,197672.21875,0.16150977739499603
2009-10-20,561.37,199980.515625,0.0076529998332262
